id,server_id,manufacturer_serial_number,manufacturer_name,created_at,name,image_url,evm_nft_address,evm_nft_token_id,evm_nft_account_address,gpu_type,status
fbd58916-94e0-4c77-bf0c-394a4d44272f,8dd8d042-4854-490d-ba30-280f78800c59,GPU-5-8dd8d042-4854-490d-ba30-280f78800c59,NVIDIA,2024-12-02 14:35:33.626615+00,boxwood-psilomelane-glowworm,,,,,4090,ONBOARDING
acb7b16b-9a10-4e17-90d3-3241751d13bf,8dd8d042-4854-490d-ba30-280f78800c59,GPU-2-8dd8d042-4854-490d-ba30-280f78800c59,NVIDIA,2024-12-02 14:35:32.499787+00,avocado-calcite-shinelight,,,,,4090,ONBOARDING
a0c306ea-07ab-4eff-a387-6f52b3b8687f,b40e89b3-6f23-448a-9cb5-3f84dce836f8,GPU-6-b40e89b3-6f23-448a-9cb5-3f84dce836f8,NVIDIA,2024-12-02 14:35:42.540654+00,guava-andalusite-starshine,,,,,4090,ONBOARDING
d8ab9523-251b-4673-b6da-a0094d130007,87183e98-faca-44d4-8a74-d1f3cf262b79,GPU-0-87183e98-faca-44d4-8a74-d1f3cf262b79,NVIDIA,2024-12-02 14:35:35.893294+00,carob-calcite-wavering,,,,,4090,ONBOARDING
a5ebfa10-a78f-4f3b-9b0e-ecb5c994204e,87183e98-faca-44d4-8a74-d1f3cf262b79,GPU-3-87183e98-faca-44d4-8a74-d1f3cf262b79,NVIDIA,2024-12-02 14:35:37.23218+00,ash-grandidierite-dayglow,,,,,4090,ONBOARDING
f531dad0-6cd1-4e22-b3c9-b12c2a74d595,87183e98-faca-44d4-8a74-d1f3cf262b79,GPU-6-87183e98-faca-44d4-8a74-d1f3cf262b79,NVIDIA,2024-12-02 14:35:38.573504+00,mulga-hypersthene-spark,,,,,4090,ONBOARDING
33c98cdf-8287-414f-9fab-330f98cb06f7,b40e89b3-6f23-448a-9cb5-3f84dce836f8,GPU-1-b40e89b3-6f23-448a-9cb5-3f84dce836f8,NVIDIA,2024-12-02 14:35:40.504293+00,sassafras-kyanite-flareout,,,,,4090,ONBOARDING
8d0ab0d1-eeea-4b89-9085-1ec1a3996515,b40e89b3-6f23-448a-9cb5-3f84dce836f8,GPU-4-b40e89b3-6f23-448a-9cb5-3f84dce836f8,NVIDIA,2024-12-02 14:35:41.768406+00,mulga-bronze-pearliness,,,,,4090,ONBOARDING
b6debf10-627e-4c7c-902e-8381a0deb221,b40e89b3-6f23-448a-9cb5-3f84dce836f8,GPU-7-b40e89b3-6f23-448a-9cb5-3f84dce836f8,NVIDIA,2024-12-02 14:35:42.981332+00,elm-willemite-beacon,,,,,4090,ONBOARDING
a6c8db8e-4931-4829-b0bb-1c94a56cddb8,eb20a137-4cc6-4d89-b11d-487e5b9bba54,GPU-2-eb20a137-4cc6-4d89-b11d-487e5b9bba54,NVIDIA,2024-12-02 14:35:44.664987+00,buttonwood-pearlite-flare,,,,,4090,ONBOARDING
54989a35-8df2-4dca-a2da-fbe43333c7f1,eb20a137-4cc6-4d89-b11d-487e5b9bba54,GPU-5-eb20a137-4cc6-4d89-b11d-487e5b9bba54,NVIDIA,2024-12-02 14:35:45.863474+00,sequoia-emerald-firestorm,,,,,4090,ONBOARDING
4e175c7a-96cc-49ca-a9f7-26f37ccc8a53,bd143f3c-0c40-4177-99eb-48361c5cc931,GPU-0-bd143f3c-0c40-4177-99eb-48361c5cc931,NVIDIA,2024-12-02 14:35:47.756438+00,sumac-tigerseye-shining,,,,,4090,ONBOARDING
ff2d73a4-b8b9-4406-9721-e971c35a7bd9,bd143f3c-0c40-4177-99eb-48361c5cc931,GPU-3-bd143f3c-0c40-4177-99eb-48361c5cc931,NVIDIA,2024-12-02 14:35:48.955302+00,rimu-nepheline-coruscate,,,,,4090,ONBOARDING
d56950a6-d1cd-4e39-90b3-ce6af50de6c4,bd143f3c-0c40-4177-99eb-48361c5cc931,GPU-6-bd143f3c-0c40-4177-99eb-48361c5cc931,NVIDIA,2024-12-02 14:35:50.074819+00,kauri-scorodite-iridescence,,,,,4090,ONBOARDING
6803b39d-d1cf-4134-a49b-516afbb84f8c,ed3bd41d-7ff6-4b2a-8c81-febcfef055bc,GPU-1-ed3bd41d-7ff6-4b2a-8c81-febcfef055bc,NVIDIA,2024-12-02 14:35:51.965868+00,buttonwood-marcasite-effulgence,,,,,4090,ONBOARDING
5712025c-4e9e-4001-9ab3-e25b429802ab,cfc5923d-71f5-4ba5-adef-30685cee1ff3,GPU-0-cfc5923d-71f5-4ba5-adef-30685cee1ff3,NVIDIA,2024-12-02 14:39:35.844133+00,carob-aventurine-radiance,,,,,4090,ONBOARDING
0ef60d6c-4ebe-49a5-a4d9-b2620ec5bc8d,ce97ba4e-e136-413a-ac17-a19031a0613d,GPU-5-ce97ba4e-e136-413a-ac17-a19031a0613d,NVIDIA,2024-12-02 14:39:34.083664+00,laurel-jade-luster,,,,,4090,ONBOARDING
8f527e5b-a89a-46f4-a331-d544bfa01876,e17cd829-afe3-4445-bdb1-e12a78533125,GPU-7-e17cd829-afe3-4445-bdb1-e12a78533125,NVIDIA,2024-12-02 14:35:30.486122+00,mapau-ormolu-shiner,,,,,4090,ONBOARDING
188b53de-884a-140a-d0f6-1cae83ab3ef3,6cd737b8-7033-41bf-8673-9f7bdf9497a5,GPU-39fc4c4a-bc39-c012-e958-4aee612d13e1,NVIDIA,2025-02-26 02:04:55.601858+00,cedar-gold-river,,,,,4090,ONBOARDING
a0eef729-a453-43ea-bc3b-1cb264553dcd,cfc5923d-71f5-4ba5-adef-30685cee1ff3,GPU-3-cfc5923d-71f5-4ba5-adef-30685cee1ff3,NVIDIA,2024-12-02 14:39:37.330565+00,titoki-glaucophane-incandescence,,,,,4090,ONBOARDING
954cbfb0-a6e3-4030-b6f2-939394753857,cfc5923d-71f5-4ba5-adef-30685cee1ff3,GPU-6-cfc5923d-71f5-4ba5-adef-30685cee1ff3,NVIDIA,2024-12-02 14:39:38.533739+00,taraire-jade-daylight,,,,,4090,ONBOARDING
42a164b4-9e0f-4bb0-b124-2f09399b2347,ec9a58cb-00e0-4670-be4b-be670d172080,GPU-1-ec9a58cb-00e0-4670-be4b-be670d172080,NVIDIA,2024-12-02 14:39:40.552267+00,rimu-moonstone-burnished,,,,,4090,ONBOARDING
17122bbf-78df-4c9a-ac73-2a285dcd8cf4,ec9a58cb-00e0-4670-be4b-be670d172080,GPU-4-ec9a58cb-00e0-4670-be4b-be670d172080,NVIDIA,2024-12-02 14:39:41.854385+00,holly-amber-polished,,,,,4090,ONBOARDING
77dad7f4-cae5-4357-a375-4bd5dd82ada7,ec9a58cb-00e0-4670-be4b-be670d172080,GPU-7-ec9a58cb-00e0-4670-be4b-be670d172080,NVIDIA,2024-12-02 14:39:42.978767+00,dogbane-chrome-flash,,,,,4090,ONBOARDING
e3a9280a-8432-46dd-837c-b445a680717b,3dd664cf-e1b1-4c95-93e5-cf2af8c0fa69,GPU-2-3dd664cf-e1b1-4c95-93e5-cf2af8c0fa69,NVIDIA,2024-12-02 14:39:44.967363+00,laurel-topaz-burnished,,,,,4090,ONBOARDING
eb30b09b-18ca-42d2-82bc-f36513fcb6e4,3dd664cf-e1b1-4c95-93e5-cf2af8c0fa69,GPU-5-3dd664cf-e1b1-4c95-93e5-cf2af8c0fa69,NVIDIA,2024-12-02 14:39:46.315333+00,kawaka-prehnite-horizon,,,,,4090,ONBOARDING
49df248c-d3e4-4d74-88fd-487ccb1a9e4b,d45824d0-a193-4b9d-a966-785d4e0bbecb,GPU-1-d45824d0-a193-4b9d-a966-785d4e0bbecb,NVIDIA,2024-12-02 14:39:52.53008+00,elm-natrolite-illume,,,,,4090,ONBOARDING
caea306a-fcf4-4a4b-906c-a82221c82dcc,9a68ed9f-3f10-471b-b17b-d06f1a9c7631,GPU-3-9a68ed9f-3f10-471b-b17b-d06f1a9c7631,NVIDIA,2024-12-02 14:39:49.541954+00,pecan-citrine-radial,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,49,,4090,ONBOARDING
400178e1-9bde-4434-b858-6bfde09f3ed2,79f7c3e3-8897-4b2c-84d6-ab951ecc3049,GPU-1-79f7c3e3-8897-4b2c-84d6-ab951ecc3049,NVIDIA,2024-12-02 14:39:28.639808+00,magnolia-moonstone-coruscate,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,104,,4090,ONBOARDING
6e070841-4140-41fd-ba64-c722f8e73c45,79f7c3e3-8897-4b2c-84d6-ab951ecc3049,GPU-4-79f7c3e3-8897-4b2c-84d6-ab951ecc3049,NVIDIA,2024-12-02 14:39:29.799153+00,baobab-tugtupite-luminous,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,105,,4090,ONBOARDING
c97e4880-1820-41d0-b52d-aeb7b970248c,79f7c3e3-8897-4b2c-84d6-ab951ecc3049,GPU-7-79f7c3e3-8897-4b2c-84d6-ab951ecc3049,NVIDIA,2024-12-02 14:39:31.031585+00,pear-silver-glowworm,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,106,,4090,ONBOARDING
216376ab-bba8-414d-827f-a60179f1b597,7178868b-1441-477e-8734-555a73b85cc2,GPU-5-7178868b-1441-477e-8734-555a73b85cc2,NVIDIA,2024-12-02 14:34:32.894032+00,grapefruit-kurnakovite-scintilla,,,,,4090,ONBOARDING
0cc3b16c-7cdb-4686-886d-a1c2f97893ff,26cc66b6-b361-4113-bc2d-6cc1b2044265,GPU-0-26cc66b6-b361-4113-bc2d-6cc1b2044265,NVIDIA,2024-12-02 14:34:35.416116+00,cottonwood-lapis-illume,,,,,4090,ONBOARDING
fc4046d2-cde7-4169-9b08-89d5408b1a80,26cc66b6-b361-4113-bc2d-6cc1b2044265,GPU-3-26cc66b6-b361-4113-bc2d-6cc1b2044265,NVIDIA,2024-12-02 14:34:36.835073+00,laurel-amethyst-sunbeam,,,,,4090,ONBOARDING
dde3f9ff-6187-450d-9184-cf40b33126d8,26cc66b6-b361-4113-bc2d-6cc1b2044265,GPU-6-26cc66b6-b361-4113-bc2d-6cc1b2044265,NVIDIA,2024-12-02 14:34:38.334125+00,hawthorn-zircon-brightness,,,,,4090,ONBOARDING
9e82693f-e144-4c68-961f-d22cd0cb7ebb,6c309628-6155-4f4a-97e0-265fed495079,GPU-4-6c309628-6155-4f4a-97e0-265fed495079,NVIDIA,2024-12-02 14:34:41.872661+00,papaya-cordierite-iridescence,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,209,,4090,ONBOARDING
933038ec-ac73-4989-a7e7-dc54ca8b864c,6c309628-6155-4f4a-97e0-265fed495079,GPU-7-6c309628-6155-4f4a-97e0-265fed495079,NVIDIA,2024-12-02 14:34:43.32339+00,tamarind-beryl-flickering,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,210,,4090,ONBOARDING
d4baa77d-31aa-4061-9c26-7ac4f59fd13e,9bdfdb97-c42b-4104-8cc7-3a4574632eae,GPU-3-9bdfdb97-c42b-4104-8cc7-3a4574632eae,NVIDIA,2024-12-02 14:34:50.51953+00,cedar-nepheline-shinelight,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,249,,4090,ONBOARDING
a9f59c0f-7bb9-4b5a-a75f-6bbb0bcd36c7,062165cd-f38d-48b4-a413-5b58e5f51463,GPU-2-062165cd-f38d-48b4-a413-5b58e5f51463,NVIDIA,2024-12-02 14:34:45.365946+00,palm-hypersthene-ray,,,,,4090,ONBOARDING
3aad2a0c-ca2b-456a-adfc-01780b536ef7,062165cd-f38d-48b4-a413-5b58e5f51463,GPU-5-062165cd-f38d-48b4-a413-5b58e5f51463,NVIDIA,2024-12-02 14:34:46.658673+00,poplar-steel-firefly,,,,,4090,ONBOARDING
66c49fae-68ac-4c3a-bfbe-59bb8ccdb320,9bdfdb97-c42b-4104-8cc7-3a4574632eae,GPU-6-9bdfdb97-c42b-4104-8cc7-3a4574632eae,NVIDIA,2024-12-02 14:34:51.900717+00,laurel-andalusite-beam,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,250,,4090,ONBOARDING
90e589d7-5b2b-b92f-de1c-62753ca1f4d8,40c3a78d-59da-4355-9f77-a166e969c86f,GPU-624dc276-d20a-c3c6-1080-3478ef4c2d52,NVIDIA,2025-02-26 02:04:55.601858+00,pine-crimson-echo,,,,,H100-SXM,ONBOARDING
a8cfddf7-ad12-7c32-ee48-d3a0dc8123ae,40c3a78d-59da-4355-9f77-a166e969c86f,GPU-b8a94a76-57c6-d4aa-cb7a-4d9066aed60b,NVIDIA,2025-02-26 02:04:55.601858+00,oak-crimson-breeze,,,,,H100-SXM,ONBOARDING
e9ff62af-ed7f-a149-35ed-0085f4e86e90,40c3a78d-59da-4355-9f77-a166e969c86f,GPU-a1d20dfb-7367-05ec-0d1e-7344f9b44cbd,NVIDIA,2025-02-26 02:04:55.601858+00,pine-cobalt-beacon,,,,,H100-SXM,ONBOARDING
eadb508c-917b-c032-0e16-6b07eb22ad0c,40c3a78d-59da-4355-9f77-a166e969c86f,GPU-827bf321-290b-3128-203f-3d5d315c336f,NVIDIA,2025-02-26 02:04:55.601858+00,oak-sage-breeze,,,,,H100-SXM,ONBOARDING
9a8e7f87-5974-c6a4-4576-b4e39e5ddbaa,40c3a78d-59da-4355-9f77-a166e969c86f,GPU-41953c5c-937d-c970-d4cd-678dbe687eca,NVIDIA,2025-02-26 02:04:55.601858+00,cedar-pearl-meadow,,,,,H100-SXM,ONBOARDING
95ecfcab-801c-f364-9213-93fe855d017d,40c3a78d-59da-4355-9f77-a166e969c86f,GPU-ed1722e6-9a0b-338b-11bc-bac719c0b6da,NVIDIA,2025-02-26 02:04:55.601858+00,cedar-amber-breeze,,,,,H100-SXM,ONBOARDING
1d3c13b3-441e-5c73-14dc-d45eff67643e,6cd737b8-7033-41bf-8673-9f7bdf9497a5,GPU-dc47580a-bba9-39de-9535-8e3eae0b1583,NVIDIA,2025-02-26 02:04:55.601858+00,kauri-azure-summit,,,,,4090,ONBOARDING
964be74d-ecc6-405c-a334-8841ab818984,ce97ba4e-e136-413a-ac17-a19031a0613d,GPU-2-ce97ba4e-e136-413a-ac17-a19031a0613d,NVIDIA,2024-12-02 14:39:32.738086+00,ebony-amethyst-halcyon,,,,,4090,ONBOARDING
c3067021-c1bb-43dd-866e-2bcc1912ff88,d585c1fa-aa33-43a5-bb31-76aaa4f1e950,GPU-5-d585c1fa-aa33-43a5-bb31-76aaa4f1e950,NVIDIA,2024-12-02 14:34:14.961823+00,almond-sodalite-starlight,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,93,,4090,ONBOARDING
7966cd84-014d-460c-a6de-bf475de26289,d585c1fa-aa33-43a5-bb31-76aaa4f1e950,GPU-4-d585c1fa-aa33-43a5-bb31-76aaa4f1e950,NVIDIA,2024-12-02 14:34:14.604439+00,birch-celestine-radiance,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,92,,4090,ONBOARDING
c8ccc286-27da-df86-0ca9-a23707bf90fa,6cd737b8-7033-41bf-8673-9f7bdf9497a5,GPU-b18f91d2-ecff-6543-1a19-eae81de6cd24,NVIDIA,2025-02-26 02:04:55.601858+00,kauri-copper-river,,,,,4090,ONBOARDING
3f0a3292-1ba3-504c-d57f-6a6738c18b4b,6cd737b8-7033-41bf-8673-9f7bdf9497a5,GPU-abf97e4c-e633-8501-1926-feb1f0e6b6e0,NVIDIA,2025-02-26 02:04:55.601858+00,cypress-ruby-forest,,,,,4090,ONBOARDING
6312e073-006c-4e2f-b27d-da07fac3ffa3,ce97ba4e-e136-413a-ac17-a19031a0613d,GPU-0-ce97ba4e-e136-413a-ac17-a19031a0613d,NVIDIA,2024-12-02 14:39:32.061206+00,oak-smithsonite-skybeam,,,,,4090,ONBOARDING
a23ce7d9-ad6d-432b-a244-1d564f86ccc6,ce97ba4e-e136-413a-ac17-a19031a0613d,GPU-3-ce97ba4e-e136-413a-ac17-a19031a0613d,NVIDIA,2024-12-02 14:39:33.193555+00,redwood-tugtupite-flareout,,,,,4090,ONBOARDING
758941d5-b134-4e85-9e4a-a323439ba6e5,ce97ba4e-e136-413a-ac17-a19031a0613d,GPU-6-ce97ba4e-e136-413a-ac17-a19031a0613d,NVIDIA,2024-12-02 14:39:34.409021+00,elm-iolite-splendor,,,,,4090,ONBOARDING
85a7790d-c29b-4e8b-bf87-0ab09bf89cb3,cfc5923d-71f5-4ba5-adef-30685cee1ff3,GPU-1-cfc5923d-71f5-4ba5-adef-30685cee1ff3,NVIDIA,2024-12-02 14:39:36.300709+00,ironwood-amethyst-dawnlight,,,,,4090,ONBOARDING
3360466c-cf01-44be-be1b-3ba1e538e08c,cfc5923d-71f5-4ba5-adef-30685cee1ff3,GPU-4-cfc5923d-71f5-4ba5-adef-30685cee1ff3,NVIDIA,2024-12-02 14:39:37.771792+00,beech-natrolite-opalescence,,,,,4090,ONBOARDING
4d38b2ab-8449-4f32-b367-4fd2ea4dce61,cfc5923d-71f5-4ba5-adef-30685cee1ff3,GPU-7-cfc5923d-71f5-4ba5-adef-30685cee1ff3,NVIDIA,2024-12-02 14:39:39.038148+00,banyan-tugtupite-luminary,,,,,4090,ONBOARDING
e4d03136-9a7b-4b83-8987-0aaa443702b3,ec9a58cb-00e0-4670-be4b-be670d172080,GPU-2-ec9a58cb-00e0-4670-be4b-be670d172080,NVIDIA,2024-12-02 14:39:40.972929+00,cypress-bloodstone-glow,,,,,4090,ONBOARDING
a37d6785-ed2e-44c9-b541-5d863c7b3188,ec9a58cb-00e0-4670-be4b-be670d172080,GPU-5-ec9a58cb-00e0-4670-be4b-be670d172080,NVIDIA,2024-12-02 14:39:42.267791+00,mango-scorodite-taillight,,,,,4090,ONBOARDING
fb7aaea7-8a3b-433b-8beb-85d98e56f46f,3dd664cf-e1b1-4c95-93e5-cf2af8c0fa69,GPU-0-3dd664cf-e1b1-4c95-93e5-cf2af8c0fa69,NVIDIA,2024-12-02 14:39:44.161966+00,gum-dolomite-firefly,,,,,4090,ONBOARDING
ea20d7d5-7369-4682-9b62-8c0227b24591,3dd664cf-e1b1-4c95-93e5-cf2af8c0fa69,GPU-3-3dd664cf-e1b1-4c95-93e5-cf2af8c0fa69,NVIDIA,2024-12-02 14:39:45.422915+00,orange-copper-glitter,,,,,4090,ONBOARDING
95cfd176-2e33-4e40-b840-8ede0ad89f84,3dd664cf-e1b1-4c95-93e5-cf2af8c0fa69,GPU-6-3dd664cf-e1b1-4c95-93e5-cf2af8c0fa69,NVIDIA,2024-12-02 14:39:46.707442+00,tarata-sugilite-flame,,,,,4090,ONBOARDING
c56c389b-ddfe-4316-b2b2-2f294edb212b,2fadfce9-4df6-4815-b5bd-6b76caa21bbb,GPU-1-2fadfce9-4df6-4815-b5bd-6b76caa21bbb,NVIDIA,2024-12-02 14:42:37.548129+00,whau-andalusite-firefly,,,,,4090,ONBOARDING
8b6a8716-3441-4d75-bfff-cb8f8c0a7a31,2fadfce9-4df6-4815-b5bd-6b76caa21bbb,GPU-4-2fadfce9-4df6-4815-b5bd-6b76caa21bbb,NVIDIA,2024-12-02 14:42:38.772054+00,plum-feldspar-blaze,,,,,4090,ONBOARDING
77de33c3-9e67-46dd-89fc-6b3de08cbf09,2fadfce9-4df6-4815-b5bd-6b76caa21bbb,GPU-7-2fadfce9-4df6-4815-b5bd-6b76caa21bbb,NVIDIA,2024-12-02 14:42:40.061713+00,ironwood-opal-torchlight,,,,,4090,ONBOARDING
42009d7f-dfb6-4b9f-b2bc-cbe171f25207,2fadfce9-4df6-4815-b5bd-6b76caa21bbb,GPU-2-2fadfce9-4df6-4815-b5bd-6b76caa21bbb,NVIDIA,2024-12-02 14:42:37.999225+00,silkwood-citrine-flareout,,,,,4090,ONBOARDING
e43777db-3ad8-4346-bf45-a61169b1d51f,2fadfce9-4df6-4815-b5bd-6b76caa21bbb,GPU-5-2fadfce9-4df6-4815-b5bd-6b76caa21bbb,NVIDIA,2024-12-02 14:42:39.177441+00,cedar-tugtupite-afterburn,,,,,4090,ONBOARDING
534bc8e2-f307-49e9-741b-9b80eddd1335,6cd737b8-7033-41bf-8673-9f7bdf9497a5,GPU-3eec9746-3697-b87b-cd4d-b6fc5da2520c,NVIDIA,2025-02-26 02:04:55.601858+00,birch-emerald-ridge,,,,,4090,ONBOARDING
1161225d-b18f-4844-9ca4-e5ed1f0077dc,9a68ed9f-3f10-471b-b17b-d06f1a9c7631,GPU-7-9a68ed9f-3f10-471b-b17b-d06f1a9c7631,NVIDIA,2024-12-02 14:39:51.077277+00,fir-pearlite-aureole,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,53,,4090,ONBOARDING
f772c5aa-9ca2-4b64-a007-2764a15bd59f,79f7c3e3-8897-4b2c-84d6-ab951ecc3049,GPU-5-79f7c3e3-8897-4b2c-84d6-ab951ecc3049,NVIDIA,2024-12-02 14:39:30.147073+00,mulga-glaucophane-meteor,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,107,,4090,ONBOARDING
e0feb23f-7a9f-4839-9498-2e3e4726beee,a0e81e3e-717d-4f2a-912b-309d1370b02b,GPU-3-a0e81e3e-717d-4f2a-912b-309d1370b02b,NVIDIA,2024-12-02 14:42:33.876479+00,dogbane-tigerseye-dayglow,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,144,,4090,ONBOARDING
cadcef50-131c-4c25-923d-34f34a59d49c,a0e81e3e-717d-4f2a-912b-309d1370b02b,GPU-7-a0e81e3e-717d-4f2a-912b-309d1370b02b,NVIDIA,2024-12-02 14:42:35.941854+00,beech-obsidian-spark,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,146,,4090,ONBOARDING
88eef4eb-cc11-47cc-8507-1dacd26885b8,12f939c1-1105-431b-92cf-64b5c340cff6,GPU-2-12f939c1-1105-431b-92cf-64b5c340cff6,NVIDIA,2024-12-02 14:42:42.416986+00,magnolia-euclase-starlight,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,168,,4090,ONBOARDING
b3b091b7-20fd-4beb-b4d1-9278cc2fff1c,6c309628-6155-4f4a-97e0-265fed495079,GPU-1-6c309628-6155-4f4a-97e0-265fed495079,NVIDIA,2024-12-02 14:34:40.409475+00,acacia-citrine-lightflare,,0x7f33a551fd6DD122dd5329E2dD0715F85Dfc6DA7,208,,4090,ONBOARDING
92b044de-f166-450a-99b7-184cb3acc077,7178868b-1441-477e-8734-555a73b85cc2,GPU-6-7178868b-1441-477e-8734-555a73b85cc2,NVIDIA,2024-12-02 14:34:33.311781+00,cottonwood-pearlite-ablaze,,,,,4090,ONBOARDING
21e1a51f-3632-4d6e-977d-443761f3cc02,26cc66b6-b361-4113-bc2d-6cc1b2044265,GPU-1-26cc66b6-b361-4113-bc2d-6cc1b2044265,NVIDIA,2024-12-02 14:34:35.833281+00,laurel-lepidolite-shining,,,,,4090,ONBOARDING
08a07099-96dd-461f-8c82-1bb21cf6e280,26cc66b6-b361-4113-bc2d-6cc1b2044265,GPU-4-26cc66b6-b361-4113-bc2d-6cc1b2044265,NVIDIA,2024-12-02 14:34:37.512124+00,orange-moonstone-candlelight,,,,,4090,ONBOARDING
